abonent =>  predplatiteľ
občerstviť =>  osviežiť
občerstviť =>  podporiť
občerstviť =>  pookriať
občerstviť =>  posilniť
občerstviť =>  rozjariť
občerstviť =>  rozveseliť
občerstviť =>  vzpružiť
občerstvujúci =>  osviežujúci
občerstvujúci =>  svieži
obeh =>  príliv
obeh =>  prúd
obeh =>  prúdenie
obeh =>  tečenie
obeh =>  tok
oberač =>  zberač
obhajca =>  ochranca
obhajca =>  patrón
obhajca =>  zástanca
obchod =>  predajňa
obchod s potravinami =>  potraviny
obilie =>  zrnko
obilie =>  zrno
oboplávať =>  obísť
objav =>  odhalenie
objav =>  odkrytie
objekt =>  predmet
objekt =>  subjekt
objekt =>  vec
obkľúčenie =>  obliehanie
končina =>  oblasť
končina =>  pásmo
končina =>  sféra
končina =>  zóna
končina =>  územie
končina =>  časť
obliekať =>  šatiť
obľuba =>  obľúbenosť
obľuba =>  popularita
obľuba =>  priazeň
obmedzenie =>  podmienka
obmedzenie =>  predpoklad
obmedzenie =>  reštrikcia
obmedzenie =>  výhrada
obmedzenosť =>  úzkoprsosť
obmedzený =>  ohraničený
obmedzujúci =>  reštriktívny
obmena =>  prechod
obmena =>  premena
obmena =>  transformácia
obmena =>  variant
obmena =>  výmena
obmena =>  zmena
obmena =>  zámena
modifikovať =>  obmeniť
modifikovať =>  pozmeniť
obnosený =>  ošúchaný
obnosený =>  použitý
obnosený =>  zodraný
obnosiť =>  opotrebovať
obnovovateľ =>  reštaurátor
obohnať =>  ohradiť
obohnať =>  oplotiť
obojstrannosť =>  reciprocita
obojstrannosť =>  solidarita
obojstrannosť =>  vzájomnosť
oboznámiť =>  predstaviť
oboznámiť =>  spoznať
oboznámiť =>  uviesť
oboznámiť =>  zoznámiť
obozretne =>  opatrne
obozretne =>  opatrnícky
obranná reakcia =>  obranný mechanizmus
obrásť =>  zarásť
obratne =>  šikovne
obrať =>  ošklbať
obrna =>  ochrnutie
obrna =>  paralýza
obrubník =>  okraj chodníka
obrúsiť =>  opilovať
obrúsiť =>  pilovať
obsadiť =>  okupovať
obsadiť =>  zabrať
implikovaný =>  obsiahnutý
implikovaný =>  zahrnutý
obsluha =>  riadenie
obstáť =>  prejsť
obtiažne =>  sotva
obtiažne =>  sťažka
obtiažne =>  ťažko
obtočiť =>  omotať
obvinenie =>  obviňovanie
obvinenie =>  obžaloba
obvinenie =>  ponosa
obvinenie =>  súdne stíhanie
obvinenie =>  sťažnosť
obvinenie =>  žaloba
obviniť =>  obžalovať
bežne =>  obvykle
bežne =>  obyčajne
bežne =>  spravidla
bežne =>  typicky
bežne =>  väčšinou
bežne =>  zvyčajne
obyvatelia =>  obyvateľstvo
obyvatelia =>  populácia
jedlo =>  obživa
jedlo =>  poživeň
jedlo =>  strava
jedlo =>  strova
ocajchovať =>  označkovať
ocajchovať =>  stigmatizovať
ocenenie =>  odhad
doceniť =>  oceniť
doceniť =>  ohodnotiť
doceniť =>  vyhodnotiť
doceniť =>  zhodnotiť
očividne =>  zjavne
očividne =>  zrejme
kukadlá =>  okále
kukadlá =>  oči
kukadlá =>  pleskáne
kukadlá =>  pleštiaky
kukadlá =>  trnky
kukadlá =>  zrak
odborný výraz =>  termín
odborný výraz =>  výraz
odborová organizácia =>  odbory
odcestovať =>  odísť
odcudziť =>  scudziť
odcudziť =>  ukradnúť
odcudziť =>  zobrať
odcudziť =>  šlohnúť
odpočet =>  odpočítanie
odpočet =>  odčítanie
odpočet =>  zrážka
odpočítať =>  odčítať
oddych =>  odmlka
oddych =>  pauza
oddych =>  prerušenie
oddych =>  prestávka
odfarbiť =>  odfarbiť sa
odfarbiť =>  vyblednúť
odhadnúť =>  posúdiť
odhadnúť =>  usúdiť
odhodlaný =>  rozhodnutý
odkrojiť =>  ukrojiť
odkrojiť =>  urezať
odkúpiť späť =>  splatiť
odkúpiť späť =>  vyplatiť
odlomiť =>  ulomiť
odlúčiť =>  odtrhnúť
odlúčiť =>  rozorvať
odlúčiť =>  roztrhnúť
odlúčiť =>  utrhnúť
odlúčiť sa =>  odtrhnúť sa
odlúčiť sa =>  odštiepiť sa
odmeranosť =>  strohosť
odmeranosť =>  triezvosť
odmeranosť =>  úsečnosť
chladný =>  neprístupný
chladný =>  neprívetivý
chladný =>  nevľúdny
chladný =>  odmeraný
chladný =>  odmietavý
chladný =>  prísny
chladný =>  rezervovaný
chladný =>  strohý
chladný =>  zdržanlivý
chladný =>  úsečný
odmontovať =>  odpojiť
odnaučiť =>  odvyknúť
odnaučiť sa =>  odvyknúť si
odniesť =>  odskákať
odnímajúci =>  zbavujúci
odolávať =>  vzdorovať
odolnosť =>  rezistencia
odolnosť =>  trvanlivosť
odosielateľ =>  zasielateľ
odozva =>  reakcia
odpadlík =>  odrodilec
odpadlík =>  renegát
odpadlík =>  zradca
odpadnúť =>  padnúť
odpadnúť =>  spadnúť
odpadový kanál =>  stoka
odpálenie =>  vypustenie
odpálenie =>  štart
odpáliť =>  streliť
odpáliť =>  vypáliť
odpáliť =>  vyraziť
odpáliť =>  vystreliť
odpáliť =>  zastreliť
odpariť =>  vypariť
odparovanie =>  vyparovanie
odmena =>  odplata
odmena =>  odveta
odmena =>  pokuta
odmena =>  trest
odplávať =>  plaviť sa
odplávať =>  plávať
odpočúvacie zariadenie =>  ploštica
odposluch =>  odpočúvanie
odpovedať =>  odvetiť
odpovedať =>  zodpovedať
odpratať =>  upratať
odprevadiť =>  odprevádzať
odprevadiť =>  priviesť
odprevadiť =>  sprevádzať
odprevadiť =>  viesť
odprevadiť =>  vyviesť
odprosiť =>  ospravedlniť sa
odpudiť =>  odsunúť
odpudiť =>  vysídliť
odpustiť =>  ospravedlniť
odpustiť =>  prepáčiť
odpustiť =>  zľaviť
odpútať =>  opustiť
odpútať =>  povoliť
odpútať =>  uvoľniť
odpútať =>  uvoľňovať
odpútať =>  vypratať
odpútať =>  vyprázdniť
odpútať =>  vysťahovať
odradiť =>  odstrašiť
odradiť =>  zastrašiť
odradzujúci =>  odstrašujúci
odraz =>  odrazenie
odraz =>  reflexia
odraz =>  zrkadlenie
odrážať =>  odzrkadľovať
odrážať =>  reflektovať
odrážať =>  ukazovať
odrážať =>  vyjadrovať
odrážať =>  zrkadliť
odrenina =>  porezanie
odrenina =>  rez
odrenina =>  rezná rana
odrenina =>  ryha
odrenina =>  vryp
odrenina =>  vráska
odrenina =>  škrabanec
odrenina =>  škrabnutie
odrezať =>  zrezať
anulovať =>  odrieknuť
anulovať =>  odvolať
anulovať =>  prehlásiť neplatným
anulovať =>  prehlásiť za neplatný
anulovať =>  stornovať
anulovať =>  vziať späť
anulovať =>  zaraziť
anulovať =>  zastaviť
anulovať =>  zosadiť
anulovať =>  zrušiť
odrovnať =>  priviesť na mizinu
odrovnať =>  ruinovať
odrovnať =>  zruinovať
odstrčiť =>  položiť
odstrčiť =>  strkať
odstrčiť =>  strčiť
odstrčiť =>  tlačiť
odstrčiť =>  uložiť
odstrčiť =>  vložiť
odstrčiť =>  vraziť
odstrčiť =>  vsunúť
odstrčiť =>  zaradiť
odstrčiť =>  zastrčiť
odstrčiť =>  zasunúť
odstrojiť sa =>  zvliecť sa
eskalovať =>  odstupňovať
eskalovať =>  stupňovať
eskalovať =>  stupňovať sa
eskalovať =>  zintenzívniť
eskalovať =>  zintenzívniť sa
eskalovať =>  zosilniť
eskalovať =>  zosilniť sa
eskalovať =>  zvýšiť
eskalovať =>  zvýšiť sa
odsúdenec =>  odsúdený
odsúdenec =>  trestanec
odsúdenie =>  usvedčenie
odsúdenie =>  uznanie vinným
odsúdiť =>  zatratiť
odsúdiť =>  zavrhnúť
odtajniť =>  sprístupniť
od tej chvíle =>  od tej doby
odtlačok =>  stopa
odtlačok =>  stupaj
odtlačok =>  šľapaj
odtok =>  výpust
odtok =>  výron
odtok =>  výtok
odvar =>  vývar
odvážlivec =>  opovážlivec
odvedenie =>  odvod
povolanie =>  profesia
povolanie =>  práca
povolanie =>  remeslo
povolanie =>  zamestnanie
odvinúť =>  otvoriť
odvinúť =>  rozbaliť
odvinúť =>  rozložiť
odvinúť =>  rozopnúť
odvinúť =>  rozpracovať
odvinúť =>  rozprestrieť
odvinúť =>  roztiahnuť
odvinúť =>  rozviazať
odvinúť =>  rozvinúť
odvodenie =>  odvodzovanie
odvodenie =>  vyvodenie
odvodnenie =>  odvodňovanie
odvodniť =>  osušiť
odvodniť =>  vysušiť
odvrhnúť =>  zbaviť sa
ohľaduplnosť =>  taktnosť
ohľaduplný =>  pozorný
ohľaduplný =>  starostlivý
ohľaduplný =>  taktný
ohľaduplný =>  všímavý
ohľaduplný =>  úslužný
ohňovzdorný =>  žiaruvzdorný
ohorok =>  špak
ohovoriť =>  pošpiniť
lesa =>  ohrada
lesa =>  ohradenie
lesa =>  oplotenie
lesa =>  plot
lesa =>  výbeh
lesa =>  zábradlie
ohriať =>  rozohriať
ohriať =>  zahriať
ohriať sa =>  rozohriať sa
ohriať sa =>  zahriať sa
ohromiť =>  prekvapiť
ohromiť =>  udiviť
ohromiť =>  vyviesť z miery
ohromiť =>  šokovať
ohromne =>  úžasne
adaptibilita =>  flexibilita
adaptibilita =>  ohybnosť
adaptibilita =>  poddajnosť
adaptibilita =>  prispôsobivosť
adaptibilita =>  pružnosť
ochabovať =>  omdlievať
ochladiť =>  schladiť
ochladiť =>  vychladiť
ochotný =>  poddajný
ochotný =>  pokorný
ochotný =>  poslušný
ochotný =>  povoľný
ochotný =>  prístupný
ochranný =>  preventívny
ochranný =>  profylaktický
ochromiť =>  otupiť
ochromiť =>  paralyzovať
ochudobniť =>  ožobráčiť
ochudobniť =>  zbedačiť
okamžitý =>  skorý
okázalosť =>  ostentatívnosť
okázalosť =>  pompéznosť
okázalosť =>  predvádzanie sa
okľuka =>  zachádzka
okovy =>  putá
okradnúť =>  olúpiť
okradnúť =>  vlámať sa
okradnúť =>  vydrancovať
okradnúť =>  vykradnúť
okradnúť =>  vylúpiť
okradnúť =>  vyplieniť
okradnúť =>  vyrabovať
okraj =>  periféria
okraj =>  vonkajší okraj
okrášliť =>  ozdobiť
okrášliť =>  prikrášliť
okrášliť =>  prizdobiť
okrášliť =>  skrášliť
okrášliť =>  vyzdobiť
okysličiť =>  okysličovať
okysličiť =>  okysličovať sa
omámenie =>  otupenie
omámiť =>  opojiť
omámiť =>  uspať
omdlieť =>  stratiť vedomie
omeškať =>  zdržať
oneskorenie =>  spomalenie
oneskorenie =>  zdržanie
oneskorujúci sa =>  zaostávajúci
opadať =>  opadávať
opakovaný =>  opakujúci sa
opak =>  protiklad
opak =>  rozpor
opáliť =>  páliť
opáliť =>  spáliť
opáliť =>  upáliť
opatrovať =>  ošetrovať
opekať =>  opekať sa
opekať =>  piecť
opekať =>  smažiť
opekať =>  smažiť sa
opierať sa =>  oprieť sa
opierka =>  podporný pilier
opísať =>  prepísať
oplatiť =>  pomstiť sa
oplývať =>  prekypovať
opora =>  podpora
opora =>  pomoc
opora =>  výpomoc
oporná stena =>  oporný pilier
opovrhujúci =>  opovržlivý
opovrhujúci =>  pohŕdajúci
opovrhujúci =>  pohŕdavý
oprášiť =>  utrieť prach
oprášiť =>  vyklepať
oprášiť =>  vyprášiť
oprávnene =>  právom
oprávnene =>  zaslúžene
opustiť =>  pustiť
opustiť =>  vzdať sa
opustiť =>  zanechať
opustiť =>  zriecť sa
oranie =>  orba
organizácia =>  zloženie
organizácia =>  štruktúra
organizátor =>  usporiadateľ
organizovať =>  pripravovať
organizovať =>  usporiadať
ortieľ =>  rozsudok
osada =>  sídlisko
osamelosť =>  osamotenosť
osamelosť =>  samota
osamelosť =>  súkromie
osamelosť =>  ústranie
osamelý =>  stratený
oschnúť =>  sušiť
oschnúť =>  uschnúť
oschnúť =>  usušiť
osiať =>  siať
osiať =>  zasiať
oslabenie =>  zoslabenie
oslabiť =>  zoslabnúť
oslavovanie =>  velebenie
oslobodenie =>  vyslobodenie
osloboditeľ =>  vysloboditeľ
oslobodiť =>  prepustiť
osnova =>  učebný plán
osnova =>  študijný program
osobné =>  subjektívne
osobný strážca =>  telesná stráž
ospravedlniť =>  zdôvodniť
bilancia =>  ostatok
bilancia =>  pozostatok
bilancia =>  saldo
bilancia =>  zbytok
bilancia =>  zostatok
ostrov =>  ostrovček
fatálny =>  osudný
fatálny =>  osudový
fatálny =>  závažný
osvetliť =>  ožiariť
ošetrovateľka =>  sestra
ošetrovateľka =>  sestrička
ošetrovateľka =>  zdravotná sestra
ošívať sa =>  vrtieť sa
oštep =>  šíp
oštep =>  šípka
otočenie =>  otáčanie
otočenie =>  rotácia
otočenie =>  točenie
otázka =>  problém
otázka =>  vec
otázka =>  záležitosť
otčina =>  rodná zem
otčina =>  rodný kraj
otčina =>  vlasť
otehotnieť =>  počať
oteliť sa =>  teliť sa
otráviť =>  zabiť jedom
otráviť =>  znechutiť
otroctvo =>  vazalstvo
otvorenosť =>  priamosť
otvorenosť =>  srdečnosť
otvorenosť =>  úprimnosť
overiť =>  testovať
ovocie =>  plod
ozdravovňa =>  sanatórium
označenie =>  popis
označenie =>  symbol
označenie =>  znak
označenie =>  značka
označenie =>  známka
ozubené kolo =>  súkolesie
ozvučná doska =>  rezonančná doska
oženiť sa =>  vydať sa
páka =>  sochor
presnosť =>  pádnosť
presnosť =>  výstižnosť
padnúť na kolená =>  pokľaknúť
padnúť =>  pristáť
padnúť =>  sedieť
padnúť =>  svedčať
prevrat =>  puč
prevrat =>  pád
prevrat =>  zvrhnutie
prevrat =>  štátny prevrat
páchnuť =>  smrdieť
páchnuť =>  zapáchať
chuť =>  pachuť
chuť =>  príchuť
palička =>  prútik
palička =>  ratolesť
pančuchy =>  ponožky
doska =>  panel
doska =>  tabuľa
doska =>  tabuľka
Panova píšťala =>  syrinx
panujúci =>  vládnuci
perie =>  páperie
parafa =>  podpis
parafa =>  signatúra
parafa =>  značka
paralelný =>  rovnobežný
paralelný =>  simultánny
paralelný =>  súbežný
paraván =>  plenta
rovnocennosť =>  rovnosť
rovnocennosť =>  rovnováha
rovnocennosť =>  rovnovážny stav
rovnocennosť =>  vyrovnanosť
parkovanie =>  parkovisko
park =>  sad
paródia =>  satira
participovať =>  podieľať sa
participovať =>  zúčastniť sa
pastel =>  pastelka
pásť sa =>  spásať
päta =>  úpätie
koncentrovaný =>  napätý
koncentrovaný =>  pátravý
koncentrovaný =>  sústredený
koncentrovaný =>  uprený
koncentrovaný =>  upriamený
patriotizmus =>  vlastenectvo
patriť =>  prináležať
patriť =>  prislúchať
patriť =>  spadať
paušálny =>  univerzálny
paušálny =>  všeobecný
pavučina =>  pavučinka
pavučina =>  pavúčia sieť
pazúr =>  pracka
pazúr =>  ruka
pazúr =>  tlapa
pažiť =>  tráva
pažiť =>  trávnik
pedant =>  puntičkár
pedantský =>  poctivý
pedantský =>  puntičkársky
pedantský =>  riadny
pedantský =>  spoľahlivý
pedantský =>  starostlivý
pedantský =>  svedomitý
pedantský =>  úzkostlivý
driečny =>  pekný
driečny =>  vzhľadný
driečny =>  švárny
penzión =>  slobodáreň
penzión =>  ubytovňa
permeabilita =>  priepustnosť
permeabilný =>  priepustný
pero =>  pružina
personál =>  posádka
personál =>  zamestnanci
personifikácia =>  zosobnenie
perspektíva =>  vyhliadka
perspektíva =>  výhľad
chlipnosť =>  perverzita
chlipnosť =>  zvrhlosť
chlipnosť =>  zvrátenosť
chlipnosť =>  úchylnosť
perverzný človek =>  zvrhlík
perverzný človek =>  úchylák
perzekúcia =>  prenasledovanie
perzifláž =>  zosmiešnenie
pestrosť =>  rozmanitosť
pestrosť =>  rôznosť
pevnosť =>  solídnosť
pevnosť =>  spoľahlivosť
pevnosť =>  stabilita
piesok =>  štrk
piesok =>  štrkopiesok
pichnutie =>  rypnutie
pichnutie =>  štuchanec
pilovať =>  vybrúsiť
pilovať =>  vycibriť
pilovať =>  vypilovať
liek =>  pilulka
liek =>  tableta
liek =>  tabletka
pionier =>  priekopník
piskot =>  pískanie
písmo =>  tlač
prísľub =>  písomná záruka
prísľub =>  sľub
prísľub =>  záväzok
plagát =>  pútač
oheň =>  plameň
oheň =>  plamienok
dizajnovať =>  plánovať
dizajnovať =>  projektovať
plán prízemia =>  pôdorys
plán prízemia =>  pôdorysný plán
plápolať =>  poletovať
plápolať =>  viať
plápolať =>  visieť
plápolať =>  vznášať sa
plastika =>  skulptúra
plastika =>  socha
plastika =>  súsošie
pláštik =>  výhovorka
pláštik =>  zámienka
platba =>  platenie
platba =>  zaplatená čiastka
platba =>  úhrada
plávacia vesta =>  záchranná vesta
playboy =>  sveták
plebiscit =>  referendum
plebiscit =>  ľudové hlasovanie
plemeno =>  rasa
pletenie sa =>  zasahovanie
plná moc =>  zastúpenie
plnidlo =>  plnivo
plodnosť =>  úrodnosť
plocha =>  priestor
plocha =>  rozloha
plochý =>  rovinatý
plochý =>  rovný
pluk =>  regiment
pľuvanec =>  slina
plynúť =>  prúdiť
plynúť =>  ubiehať
pneumatické kladivo =>  pneumatický buchar
pneumatický =>  vzduchový
poblúznenie =>  pomätenie
pobúrenie =>  rozhorčenie
pobúrenie =>  roztrpčenie
pobúrenie =>  trpkosť
pobúrenie =>  zlosť
pocítiť =>  ucítiť
poveternosť =>  počasie
počiatočný =>  prvotný
počiatočný =>  prvý
počiatočný =>  práve započatý
počiatočný =>  pôvodný
počiatočný =>  začiatočný
počiatočný =>  začínajúci
poďakovanie =>  vďaka
poďakovanie =>  vďačnosť
poďakovanie =>  zásluhou
podlaha =>  pôda
podlaha =>  zem
poddajnosť =>  poslušnosť
poddajnosť =>  povoľnosť
poddanstvo =>  područie
podediť =>  zdediť
podfukár =>  švindliar
podklad =>  podkladový náter
podklad =>  základ
podklad =>  základný náter
podkrovie =>  povala
podkrovie =>  pôjd
podlažie =>  poschodie
podliehajúci =>  vystavený
podložiť =>  podoprieť
podložka =>  vystuženie
podložka =>  výstuž
podmaňujúci =>  pôsobivý
podmaňujúci =>  sugestívny
podmienený =>  podmienečný
podnož =>  podnožka
podnož =>  podstavec
podnož =>  sokel
podobizeň =>  portrét
podobizeň =>  portrétovanie
podpichnúť =>  poštvať
podpichovať =>  posmievať sa
podpichovať =>  poškľabovať sa
podpichovať =>  smiať sa
podpichovať =>  vysmievať sa
podpísať =>  pripojiť svoj podpis
podpísať =>  signovať
podplatený =>  predajný
podplatený =>  skorumpovaný
pod podmienkou =>  za predpokladu
podporovatelia =>  prívrženci
podporovatelia =>  stúpenci
podporovať rozvoj =>  rozvíjať
podriadený =>  poskok
podriapať =>  potrhať
podriapať =>  poškrabať
podrobiť skúške =>  pokúšať sa
podrobiť skúške =>  skúšať
podrobiť skúške =>  vyskúšať
podrobne rozoberať =>  rozpitvávať
podstrčiť =>  podsunúť
podšívka =>  vložka
poduška =>  vankúš
podvratník =>  podvratný živel
podvratník =>  rozvratník
podvratník =>  sabotér
podvratník =>  záškodník
podvratný =>  rozvratný
poetický =>  romantický
básne =>  poézia
básne =>  verše
pohasnúť =>  slabnúť
pohľad späť =>  retrospektíva
pohlavný styk =>  styk
pohlavný styk =>  súlož
pohliadnuť =>  pozrieť sa
pohltiť =>  prehltnúť
pohrávať sa =>  zahrávať si
pohrebná pieseň =>  smútočná pieseň
pochmúrny =>  temný
pochopiteľne =>  prirodzene
ocenenie =>  pochvala
ocenenie =>  priznanie
ocenenie =>  uznanie
pochybnosť =>  podozrivosť
pochybovačný =>  skeptický
obsah =>  pointa
obsah =>  vtip
obsah =>  význam
poistiť sa =>  zabezpečiť sa
poklesok =>  prechmat
poklesok =>  priestupok
pokloniť sa =>  ukloniť sa
poklop =>  príklop
poklop =>  veko
pokorný =>  ponížený
pokrčiť sa =>  zvraštiť
pokrivený =>  pokrútený
pokrivený =>  skrútený
pokrokový =>  progresívny
pokrok =>  postup vpred
pokrok =>  vylepšenie
pokrok =>  zdokonalenie
pokrok =>  zlepšenie
pokrytectvo =>  pretvárka
pokusný =>  skúšobný
impulz =>  pokyn
impulz =>  posunok
impulz =>  signál
polámať =>  polámať sa
polámať =>  poškodiť
polámať =>  poškodiť sa
polámať =>  pošramotiť
polemizovať =>  prieť sa
pole =>  rámec
pole =>  sféra
policajná stanica =>  strážnica
policajný zbor =>  polícia
polica =>  polička
polica =>  regál
polomer =>  rádius
polosurový =>  sprudka opečený
polrok =>  semester
poludňajší kľud =>  siesta
pomazať =>  potrieť
pomiasť sa =>  zošalieť
pomocou =>  prostredníctvom
pomocou =>  vďaka
pomôcť =>  vypomôcť
potucha =>  poňatie
potucha =>  predvídanie
potucha =>  predzvesť
potucha =>  tušenie
ponoriť =>  potopiť
ponoriť sa =>  potopiť sa
poorať =>  spackať
poorať =>  zbabrať
popletenosť =>  zmätenosť
poprášiť =>  zaprášiť
poprenie =>  zapretie
poprosiť =>  požiadať
popularizátor =>  propagátor
poranenie =>  úraz
poraniť =>  zraniť
poraziť =>  prekonať
poraziť =>  premôcť
poraziť =>  vyhrať
poraziť =>  zvíťaziť
poraziť =>  získať
poraziť =>  získať prevahu
porekadlo =>  príslovie
porezať =>  zarezať
porézny =>  pórovitý
poriadkumilovný =>  poriadny
poriadkumilovný =>  riadny
poriadkumilovný =>  správny
poriadkumilovný =>  usporiadaný
poriadne =>  riadne
poriadne =>  správne
portier =>  vrátnik
porto =>  poštovné
porušenie =>  prekročenie
porušiť =>  prekročiť
porušiť =>  presiahnuť
porušiť =>  prestúpiť
posadiť sa =>  sadnúť
posadiť sa =>  sadnúť si
posadiť sa =>  usadiť sa
posadiť =>  usadiť
poskytnutie =>  prepožičanie
poskytnutie =>  udelenie
poskytnúť =>  prepožičať
poskytnúť =>  udeliť
posledná vôľa =>  testament
posledná vôľa =>  závet
posmešný =>  výsmešný
mať vplyv =>  pôsobiť
mať vplyv =>  účinkovať
postava =>  telesná konštrukcia
postavenie mimo zákon =>  vylúčenie zo spoločnosti
postaviť sa =>  zastať sa
postaviť =>  vybudovať
postaviť =>  vztýčiť
postihnúť =>  vložiť sa
postihnúť =>  zachvátiť
postihnúť =>  zakročiť
postihnúť =>  zasiahnuť
postihnutý =>  trpiaci
postoj =>  póza
postranný =>  zlomyseľný
postranný =>  zradný
postranný =>  zákerný
postranný =>  záludný
postranný =>  úkladný
postranný =>  ľstivý
postrašiť =>  vydesiť
postrašiť =>  vyľakať
postrehnuteľný =>  vnímateľný
komentár =>  postreh
komentár =>  poznámka
komentár =>  pripomienka
komentár =>  vsuvka
posudzovať =>  recenzovať
posun =>  posunutie
poškodený =>  pošramotený
pošliapať =>  stupnúť
pošliapať =>  udupať
pošliapať =>  ušliapať
pošliapať =>  šliapať
pošmyknúť =>  skĺznuť
poštový doručovateľ =>  poštár
poštipnutie =>  zahryznutie
pošva =>  puzdro
potecha =>  potešenie
potecha =>  povzbudenie
potecha =>  útecha
potešený =>  spokojný
potešiť =>  povzbudiť
potešiť =>  urobiť radosť
potlačovať =>  premáhať
potomkovia =>  potomstvo
potrebný =>  požadovaný
potrebný =>  vhodný
potrebný =>  vyhovujúci
potrebný =>  želateľný
potrebný =>  žiaduci
potrestať =>  strestať
potrestať =>  trestať
potulka =>  tuláctvo
potupiť =>  sprzniť
potupiť =>  zahanbiť
potupiť =>  znesvätiť
potupiť =>  zneuctiť
potupiť =>  znevážiť
odsúhlasiť =>  potvrdiť
odsúhlasiť =>  ratifikovať
odsúhlasiť =>  schváliť
odsúhlasiť =>  spečatiť
odsúhlasiť =>  uznať
formula =>  veta
formula =>  vzorec
formula =>  zákon
poukaz =>  poukážka
použiteľnosť =>  praktickosť
použiteľnosť =>  užitočnosť
povedať na úvod =>  uviesť
povedať na úvod =>  uvádzať
povedať na úvod =>  zahájiť
povedať na úvod =>  zaviesť
povedať na úvod =>  začať
imperatív =>  povel
imperatív =>  príkaz
imperatív =>  rozkaz
narátor =>  poviedkar
narátor =>  rozprávač
povinnosť =>  práca
povinnosť =>  úloha
prvotné =>  prvé
prvotné =>  pôvodné
povodňový výpust =>  stavidlo
príbuzenstvo =>  príbuznosť
príbuzenstvo =>  príbuzní
príbuzenstvo =>  pôvod
príbuzenstvo =>  rod
príbuzenstvo =>  rodina
príbuzenstvo =>  rodokmeň
povrch =>  vonkajšia strana
povrch =>  vonkajšok
povrch =>  zovňajšok
povstalecký =>  vzbúrenecký
povstanie =>  rebélia
povstanie =>  revolta
povstanie =>  vzbura
povstanie =>  vzbúrenie
povznesený =>  povýšený
povzdych =>  vzdych
povzniesť =>  povznášať
pozbierať =>  zobrať
pozbierať =>  zozbierať
pozemský =>  svetský
chápať =>  poznať
chápať =>  rozumieť
chápať =>  vedieť
pozorne =>  starostlivo
pozornosť =>  publicita
pozornosť =>  záujem
pozoruhodnosť =>  významnosť
pozostatky =>  zbytky
požehnať =>  žehnať
požičať si =>  vypožičať si
požičať =>  zapožičať
pracant =>  ťahúň
pracovňa =>  študovňa
práchnivieť =>  tlieť
prachový =>  práškový
praktický =>  užitočný
praktický =>  vecný
praktický =>  vhodný
prameniť =>  vyvierať
prápor =>  vlajka
právnický formalizmus =>  právny dogmatizmus
právnický =>  právny
právnický =>  súdny
preambula =>  predhovor
preambula =>  uvedenie
preambula =>  úvod
preambula =>  úvodná časť
preboriť sa =>  prepadnúť sa
prebrať sa =>  spamätať sa
precitlivenosť =>  sentimentalita
akurátny =>  precízny
akurátny =>  presný
precliť =>  vycliť
prehľadávať =>  prečesávať
prečítať =>  preštudovať
preklenúť =>  prekonať
preklenúť =>  prečkať
preklenúť =>  prežiť
preklenúť =>  vydržať
predčasne =>  rýchlo
predčasne =>  unáhlene
predstihnúť =>  predčiť
prederaviť =>  prevŕtať
forma =>  model
forma =>  predloha
forma =>  vzor
forma =>  šablóna
predĺžiť =>  predĺžiť sa
predĺžiť =>  pretiahnuť
prednes =>  recitácia
predpovedať =>  predvídať
predpovedať =>  prorokovať
predpovedať =>  veštiť
orákul =>  orákulum
orákul =>  predpoveď
orákul =>  prognóza
orákul =>  proroctvo
orákul =>  veštba
predražený =>  veľmi nákladný
predstava =>  sen
predstava =>  vízia
predstavenstvo =>  riaditeľstvo
predstaviteľ =>  reprezentant
predstaviť =>  predstavovať
predstaviť =>  predviesť
predstaviť =>  prezentovať
predstaviť =>  vystaviť
predstaviť si =>  vybaviť si
ilustrovať =>  predstaviť
ilustrovať =>  ukázať
ilustrovať =>  vykresliť
ilustrovať =>  vylíčiť
ilustrovať =>  vyobraziť
ilustrovať =>  znázorniť
ilustrovať =>  zobraziť
predvádzať =>  ukazovať
predzvesť =>  znamenie
preflákať =>  premárniť
preháňanie =>  zveličovanie
prehlásiť =>  prevolať
prehlásiť =>  rozhodnúť
prehlásiť =>  vyhlásiť
prehnitý =>  smradľavý
prehnitý =>  zhnitý
prehnúť =>  preložiť
prehnúť =>  zložiť
prehovoriť =>  presvedčiť
prehovoriť =>  ubezpečiť
prehovoriť =>  uistiť
prehradiť =>  zahradiť
prehradiť =>  zatarasiť
prehriať =>  prekúriť
prejaviť sa =>  ukázať sa
prejedať sa =>  prejesť sa
prejedený =>  presýtený
prejednať =>  vyjednať
prekaziť =>  prekrížiť
prekaziť =>  skrížiť
prekaziť =>  zhatiť
prekaziť =>  zmariť
prekážať =>  stáť v ceste
prekážať =>  vadiť
prekážať =>  zabraňovať
prekážka =>  zatarasenie
prekážka =>  zátarasa
prekladateľ =>  tlmočník
prekladať =>  tlmočiť
preklínať =>  zlorečiť
prelom =>  zvrat
premeniť =>  prepracovať
premeniť =>  prerobiť
premeniť =>  pretvoriť
premeniť =>  transformovať
premeniť =>  vymeniť
premeniť =>  vypracovať
premeniť =>  zameniť
premeniť =>  zmeniť
premeniť sa =>  zmeniť sa
kolísavý =>  meniaci sa
kolísavý =>  nestály
kolísavý =>  premenlivý
kolísavý =>  variabilný
premeškať =>  prepásť
premeškať =>  zmeškať
premet =>  salto
